,heuristic,solution_len,acc,cum_acc
9480,sum_heuristic,741,True,0.2701
18877,sum_heuristic,742,True,0.27015
781,sum_heuristic,742,True,0.2702
2062,sum_heuristic,742,True,0.27025
19833,mult_heuristic,742,True,0.2703
14154,sum_heuristic,742,True,0.27035
17794,sum_heuristic,742,True,0.2704
15720,sum_heuristic,742,True,0.27045
2742,sum_heuristic,742,True,0.2705
4117,sum_heuristic,742,True,0.27055
2229,sum_heuristic,742,True,0.2706
3965,sum_heuristic,743,True,0.27065
6362,sum_heuristic,743,True,0.2707
409,mult_heuristic,743,True,0.27075
19139,mult_heuristic,743,True,0.2708
12534,sum_heuristic,743,True,0.27085
14329,sum_heuristic,743,True,0.2709
5207,sum_heuristic,743,True,0.27095
7793,mult_heuristic,744,True,0.271
4666,sum_heuristic,746,True,0.27105
10911,sum_heuristic,746,True,0.2711
3756,mult_heuristic,746,False,0.2711
12855,mult_heuristic,747,True,0.27115
8956,sum_heuristic,748,True,0.2712
16735,sum_heuristic,748,False,0.2712
6042,sum_heuristic,748,True,0.27125
13543,sum_heuristic,749,True,0.2713
7328,sum_heuristic,749,True,0.27135
12938,sum_heuristic,749,True,0.2714
7903,sum_heuristic,749,True,0.27145
6460,sum_heuristic,749,True,0.2715
9542,sum_heuristic,749,True,0.27155
10397,sum_heuristic,750,True,0.2716
18854,sum_heuristic,750,True,0.27165
16180,mult_heuristic,751,True,0.2717
5482,mult_heuristic,752,False,0.2717
17978,sum_heuristic,752,True,0.27175
10018,sum_heuristic,752,True,0.2718
7452,sum_heuristic,752,True,0.27185
15000,sum_heuristic,752,True,0.2719
4056,sum_heuristic,753,True,0.27195
857,sum_heuristic,753,True,0.272
12533,mult_heuristic,753,True,0.27205
17163,sum_heuristic,753,True,0.2721
8599,sum_heuristic,753,True,0.27215
1375,sum_heuristic,753,True,0.2722
30,sum_heuristic,753,True,0.27225
18325,sum_heuristic,753,True,0.2723
17059,sum_heuristic,753,True,0.27235
9054,mult_heuristic,753,True,0.2724
18958,sum_heuristic,753,True,0.27245
3092,sum_heuristic,753,True,0.2725
16571,sum_heuristic,753,True,0.27255
16566,sum_heuristic,753,True,0.2726
7795,sum_heuristic,753,True,0.27265
14278,sum_heuristic,753,True,0.2727
18279,sum_heuristic,753,True,0.27275
9856,sum_heuristic,753,True,0.2728
1215,sum_heuristic,753,True,0.27285
16328,sum_heuristic,753,True,0.2729
7992,mult_heuristic,753,True,0.27295
4938,sum_heuristic,753,True,0.273
15176,mult_heuristic,754,True,0.27305
14783,mult_heuristic,754,True,0.2731
2993,mult_heuristic,754,True,0.27315
16277,mult_heuristic,755,True,0.2732
13058,mult_heuristic,755,True,0.27325
17608,mult_heuristic,755,True,0.2733
14239,mult_heuristic,755,True,0.27335
19626,sum_heuristic,756,True,0.2734
1745,sum_heuristic,756,True,0.27345
3451,mult_heuristic,758,True,0.2735
11784,mult_heuristic,758,True,0.27355
10688,mult_heuristic,761,True,0.2736
7609,sum_heuristic,762,True,0.27365
