,heuristic,solution_len,acc,beam_width
9349,mult_heuristic,1308,False,2
9350,mult_heuristic,237,True,1
9351,mult_heuristic,9529,False,5
9352,sum_heuristic,859,True,3
9353,mult_heuristic,1938,True,3
9354,mult_heuristic,2063,True,4
9355,sum_heuristic,226,True,1
9356,mult_heuristic,285,False,1
9357,mult_heuristic,443,True,2
9358,mult_heuristic,3059,True,4
9359,mult_heuristic,2976,True,5
9360,mult_heuristic,2294,True,5
9361,sum_heuristic,297,False,1
9362,sum_heuristic,306,False,1
9363,sum_heuristic,9532,False,5
9364,mult_heuristic,1235,False,2
9365,mult_heuristic,1823,True,5
9366,sum_heuristic,6173,False,4
9367,mult_heuristic,1366,False,2
9368,sum_heuristic,504,True,2
9369,sum_heuristic,10045,False,5
9370,mult_heuristic,5988,False,4
9371,mult_heuristic,1613,True,4
9372,mult_heuristic,1260,False,2
9373,sum_heuristic,1745,True,5
9374,mult_heuristic,6443,False,4
9375,mult_heuristic,1240,True,4
9376,sum_heuristic,490,True,2
9377,mult_heuristic,9561,False,5
9378,sum_heuristic,306,False,1
9379,mult_heuristic,1264,False,2
9380,mult_heuristic,1271,False,2
9381,sum_heuristic,834,True,3
9382,sum_heuristic,1765,True,5
9383,mult_heuristic,4561,True,5
9384,sum_heuristic,1267,False,2
9385,sum_heuristic,6273,False,4
9386,sum_heuristic,3797,True,4
9387,sum_heuristic,6337,False,4
9388,mult_heuristic,1302,True,4
9389,sum_heuristic,6244,False,4
9390,sum_heuristic,1276,False,2
9391,sum_heuristic,815,True,3
9392,mult_heuristic,1225,True,4
9393,sum_heuristic,5358,True,5
9394,mult_heuristic,297,False,1
9395,sum_heuristic,301,False,1
9396,sum_heuristic,9837,False,5
9397,sum_heuristic,1840,True,5
9398,sum_heuristic,1281,True,4
9399,mult_heuristic,1269,False,2
9400,sum_heuristic,861,True,3
9401,mult_heuristic,1281,True,4
9402,mult_heuristic,1275,True,4
9403,sum_heuristic,306,False,1
9404,sum_heuristic,1228,False,2
9405,sum_heuristic,1336,True,4
9406,sum_heuristic,823,True,3
9407,mult_heuristic,844,True,3
9408,mult_heuristic,475,True,2
9409,mult_heuristic,1022,True,2
9410,sum_heuristic,510,True,2
9411,sum_heuristic,3561,False,3
9412,mult_heuristic,3318,False,3
9413,mult_heuristic,5718,True,5
9414,mult_heuristic,3500,False,3
9415,mult_heuristic,1288,True,4
9416,sum_heuristic,909,True,2
9417,sum_heuristic,2188,True,3
9418,mult_heuristic,2716,True,3
9419,sum_heuristic,6451,False,4
9420,mult_heuristic,295,False,1
9421,sum_heuristic,279,False,1
9422,sum_heuristic,6285,False,4
9423,mult_heuristic,1352,True,4
9424,sum_heuristic,9544,False,5
9425,mult_heuristic,790,True,3
9426,sum_heuristic,2283,True,4
9427,sum_heuristic,1906,True,3
9428,sum_heuristic,1859,True,5
9429,sum_heuristic,2085,True,3
9430,sum_heuristic,3554,False,3
9431,sum_heuristic,3447,False,3
9432,sum_heuristic,1355,True,4
9433,mult_heuristic,311,False,1
9434,mult_heuristic,2651,True,4
9435,sum_heuristic,289,False,1
9436,mult_heuristic,1332,True,4
9437,mult_heuristic,3486,False,3
9438,sum_heuristic,288,False,1
9439,mult_heuristic,461,True,2
9440,mult_heuristic,1235,False,2
9441,mult_heuristic,3576,False,3
9442,mult_heuristic,293,False,1
9443,sum_heuristic,4038,True,5
9444,mult_heuristic,1285,True,4
9445,sum_heuristic,236,True,1
9446,sum_heuristic,1219,False,2
9447,sum_heuristic,1259,False,2
9448,sum_heuristic,1209,False,2
9449,mult_heuristic,306,False,1
9450,sum_heuristic,1883,True,5
9451,sum_heuristic,9766,False,5
9452,sum_heuristic,306,False,1
9453,sum_heuristic,6197,False,4
9454,sum_heuristic,9892,False,5
9455,sum_heuristic,9860,False,5
9456,sum_heuristic,306,False,1
9457,mult_heuristic,1813,True,5
9458,mult_heuristic,3522,False,3
9459,sum_heuristic,1835,True,5
9460,sum_heuristic,9505,False,5
9461,mult_heuristic,877,True,3
9462,mult_heuristic,5728,True,5
9463,sum_heuristic,961,True,3
9464,sum_heuristic,1399,True,4
9465,sum_heuristic,6373,False,4
9466,sum_heuristic,237,True,1
9467,sum_heuristic,244,True,1
9468,sum_heuristic,6227,False,4
9469,sum_heuristic,1696,True,4
9470,sum_heuristic,283,False,1
9471,mult_heuristic,1987,True,5
9472,sum_heuristic,1734,True,4
9473,mult_heuristic,306,False,1
9474,mult_heuristic,3730,False,3
9475,sum_heuristic,793,True,3
9476,sum_heuristic,2788,True,4
9477,mult_heuristic,288,False,1
9478,sum_heuristic,301,False,1
9479,sum_heuristic,232,True,1
9480,mult_heuristic,499,True,2
9481,sum_heuristic,1228,True,4
9482,sum_heuristic,237,True,1
9483,mult_heuristic,288,False,1
9484,sum_heuristic,6278,False,4
9485,mult_heuristic,6212,False,4
9486,mult_heuristic,3535,False,3
9487,sum_heuristic,4522,True,5
9488,sum_heuristic,881,True,3
9489,sum_heuristic,579,True,2
9490,mult_heuristic,877,True,3
9491,mult_heuristic,1344,True,4
9492,sum_heuristic,1642,True,3
9493,sum_heuristic,306,False,1
9494,sum_heuristic,475,True,2
9495,mult_heuristic,6290,False,4
9496,mult_heuristic,1219,False,2
9497,sum_heuristic,9785,False,5
9498,sum_heuristic,1227,False,2
9499,sum_heuristic,3709,False,3
9500,sum_heuristic,3387,False,3
9501,sum_heuristic,237,True,1
9502,mult_heuristic,816,True,3
9503,sum_heuristic,1286,False,2
9504,sum_heuristic,3286,False,3
9505,sum_heuristic,2424,True,5
9506,sum_heuristic,4121,True,5
9507,mult_heuristic,1269,False,2
9508,sum_heuristic,2022,True,3
9509,mult_heuristic,1308,False,2
9510,mult_heuristic,3530,False,3
9511,sum_heuristic,9506,False,5
9512,sum_heuristic,271,False,1
9513,mult_heuristic,1273,True,4
9514,mult_heuristic,1274,False,2
9515,mult_heuristic,5041,True,5
9516,mult_heuristic,859,True,3
9517,sum_heuristic,1403,True,4
9518,sum_heuristic,6254,False,4
9519,sum_heuristic,1240,False,2
9520,mult_heuristic,1864,True,5
9521,sum_heuristic,9245,False,5
9522,mult_heuristic,6665,False,4
9523,mult_heuristic,2851,True,5
9524,mult_heuristic,1215,False,2
9525,mult_heuristic,3273,True,5
9526,mult_heuristic,1286,True,4
9527,mult_heuristic,283,False,1
9528,mult_heuristic,1864,True,5
9529,mult_heuristic,2028,True,5
9530,mult_heuristic,6700,False,4
9531,mult_heuristic,739,True,2
9532,mult_heuristic,3510,True,5
9533,sum_heuristic,293,False,1
9534,sum_heuristic,9933,False,5
9535,sum_heuristic,4381,True,4
9536,mult_heuristic,1337,False,2
9537,sum_heuristic,845,True,3
9538,sum_heuristic,6257,False,4
9539,mult_heuristic,298,False,1
9540,mult_heuristic,3466,False,3
9541,mult_heuristic,1231,True,4
9542,sum_heuristic,237,True,1
9543,mult_heuristic,1269,False,2
9544,mult_heuristic,2285,True,3
9545,mult_heuristic,3625,False,3
9546,mult_heuristic,3480,False,3
9547,mult_heuristic,1304,True,4
9548,mult_heuristic,293,False,1
9549,mult_heuristic,6375,False,4
9550,sum_heuristic,1270,True,4
9551,sum_heuristic,737,True,2
9552,mult_heuristic,3339,False,3
9553,sum_heuristic,1863,True,5
9554,mult_heuristic,3505,False,3
9555,mult_heuristic,220,True,1
9556,sum_heuristic,298,False,1
9557,sum_heuristic,237,True,1
9558,sum_heuristic,1262,False,2
9559,mult_heuristic,9397,False,5
9560,mult_heuristic,799,True,3
9561,mult_heuristic,9977,False,5
9562,sum_heuristic,2247,True,5
9563,mult_heuristic,301,False,1
9564,mult_heuristic,1313,False,2
9565,mult_heuristic,294,False,1
9566,mult_heuristic,1332,False,2
9567,mult_heuristic,257,False,1
9568,sum_heuristic,1279,False,2
9569,sum_heuristic,1787,True,5
9570,sum_heuristic,6015,False,4
9571,sum_heuristic,3298,False,3
9572,mult_heuristic,1843,True,5
9573,mult_heuristic,298,False,1
9574,mult_heuristic,291,False,1
9575,sum_heuristic,842,True,3
9576,mult_heuristic,786,True,2
9577,sum_heuristic,2021,True,4
9578,sum_heuristic,3670,False,3
9579,sum_heuristic,1186,False,2
9580,mult_heuristic,6153,False,4
9581,mult_heuristic,9652,False,5
9582,mult_heuristic,579,True,2
9583,sum_heuristic,1245,False,2
9584,sum_heuristic,287,False,1
9585,sum_heuristic,1679,True,3
9586,mult_heuristic,306,False,1
9587,mult_heuristic,510,True,2
9588,mult_heuristic,233,True,1
9589,sum_heuristic,1844,True,5
9590,sum_heuristic,3549,False,3
9591,mult_heuristic,1090,True,3
9592,sum_heuristic,996,True,2
9593,mult_heuristic,459,True,2
9594,mult_heuristic,9572,False,5
9595,sum_heuristic,1706,True,4
9596,mult_heuristic,1284,False,2
9597,sum_heuristic,6374,False,4
9598,mult_heuristic,226,True,1
9599,sum_heuristic,3508,False,3
9600,sum_heuristic,237,True,1
9601,sum_heuristic,977,True,3
9602,mult_heuristic,244,True,1
9603,sum_heuristic,1228,False,2
9604,sum_heuristic,3377,False,3
9605,sum_heuristic,928,True,2
9606,sum_heuristic,226,True,1
9607,mult_heuristic,5539,True,5
9608,sum_heuristic,306,False,1
9609,sum_heuristic,1574,True,3
9610,sum_heuristic,306,False,1
9611,mult_heuristic,298,False,1
9612,mult_heuristic,842,True,3
9613,sum_heuristic,268,False,1
9614,sum_heuristic,481,True,2
9615,mult_heuristic,3315,True,5
9616,sum_heuristic,1202,False,2
9617,mult_heuristic,469,True,2
9618,sum_heuristic,3458,False,3
9619,mult_heuristic,1252,True,4
9620,sum_heuristic,2478,True,5
9621,mult_heuristic,459,True,2
9622,mult_heuristic,237,True,1
9623,mult_heuristic,293,False,1
9624,mult_heuristic,1274,False,2
9625,sum_heuristic,877,True,3
9626,sum_heuristic,9773,False,5
9627,sum_heuristic,2221,True,5
9628,mult_heuristic,1717,True,3
9629,sum_heuristic,1298,False,2
9630,mult_heuristic,9335,False,5
9631,sum_heuristic,9539,False,5
9632,sum_heuristic,3510,False,3
9633,mult_heuristic,297,False,1
9634,mult_heuristic,6432,False,4
9635,mult_heuristic,1242,False,2
9636,sum_heuristic,569,True,2
9637,sum_heuristic,1303,False,2
9638,mult_heuristic,807,True,3
9639,mult_heuristic,280,False,1
9640,mult_heuristic,3595,False,3
9641,sum_heuristic,469,True,2
9642,mult_heuristic,1191,False,2
9643,sum_heuristic,294,False,1
9644,mult_heuristic,1278,False,2
9645,sum_heuristic,4845,True,5
9646,sum_heuristic,835,True,3
9647,sum_heuristic,301,False,1
9648,sum_heuristic,1793,True,5
9649,sum_heuristic,882,True,3
9650,sum_heuristic,1369,True,4
9651,mult_heuristic,1262,False,2
9652,sum_heuristic,450,True,2
9653,mult_heuristic,815,True,3
9654,sum_heuristic,306,False,1
9655,mult_heuristic,1269,False,2
9656,mult_heuristic,7636,True,5
9657,sum_heuristic,1824,True,5
9658,mult_heuristic,280,False,1
9659,sum_heuristic,1941,True,5
9660,sum_heuristic,1826,True,5
9661,sum_heuristic,3428,False,3
9662,sum_heuristic,275,False,1
9663,sum_heuristic,6880,False,4
9664,sum_heuristic,1252,False,2
9665,mult_heuristic,675,True,2
9666,mult_heuristic,3566,False,3
9667,mult_heuristic,6462,False,4
9668,mult_heuristic,1351,True,4
9669,sum_heuristic,292,False,1
9670,mult_heuristic,9911,False,5
9671,sum_heuristic,6326,False,4
9672,sum_heuristic,3154,True,5
9673,sum_heuristic,827,True,3
9674,mult_heuristic,285,False,1
9675,mult_heuristic,286,False,1
9676,sum_heuristic,1240,False,2
9677,sum_heuristic,1811,True,5
9678,mult_heuristic,3615,False,3
9679,mult_heuristic,9910,False,5
9680,sum_heuristic,285,False,1
9681,sum_heuristic,602,True,2
9682,sum_heuristic,306,False,1
9683,mult_heuristic,1197,False,2
9684,sum_heuristic,1793,True,5
9685,sum_heuristic,6286,False,4
9686,mult_heuristic,1848,True,5
9687,sum_heuristic,3420,False,3
9688,sum_heuristic,1237,False,2
9689,sum_heuristic,297,False,1
9690,sum_heuristic,300,False,1
9691,mult_heuristic,3094,True,5
9692,sum_heuristic,226,True,1
9693,mult_heuristic,6047,False,4
9694,sum_heuristic,297,False,1
9695,mult_heuristic,6278,False,4
9696,sum_heuristic,3446,False,3
9697,mult_heuristic,294,False,1
9698,sum_heuristic,1350,True,4
9699,sum_heuristic,9686,False,5
9700,sum_heuristic,1276,True,4
9701,mult_heuristic,6083,False,4
9702,sum_heuristic,2536,True,4
9703,sum_heuristic,970,True,3
9704,sum_heuristic,1246,False,2
9705,mult_heuristic,1206,False,2
9706,mult_heuristic,471,True,2
9707,mult_heuristic,501,True,2
9708,mult_heuristic,9533,False,5
9709,mult_heuristic,4728,True,5
9710,sum_heuristic,2278,True,4
9711,mult_heuristic,479,True,2
9712,mult_heuristic,1265,True,4
9713,sum_heuristic,838,True,2
9714,mult_heuristic,3554,False,3
9715,mult_heuristic,993,True,3
9716,mult_heuristic,561,True,2
9717,sum_heuristic,6207,False,4
9718,mult_heuristic,2477,True,5
9719,mult_heuristic,5056,True,5
9720,sum_heuristic,4595,True,5
9721,mult_heuristic,506,True,2
9722,sum_heuristic,3363,False,3
9723,sum_heuristic,784,True,3
9724,mult_heuristic,823,True,3
9725,mult_heuristic,6880,False,4
9726,mult_heuristic,3440,True,4
9727,sum_heuristic,479,True,2
9728,mult_heuristic,1279,False,2
9729,mult_heuristic,3366,False,3
9730,sum_heuristic,1300,True,4
9731,mult_heuristic,1485,True,4
9732,sum_heuristic,286,False,1
9733,sum_heuristic,293,False,1
9734,mult_heuristic,2499,True,4
9735,sum_heuristic,560,True,2
9736,mult_heuristic,1308,False,2
9737,sum_heuristic,1793,True,5
9738,sum_heuristic,6284,False,4
9739,mult_heuristic,1468,True,3
9740,mult_heuristic,9521,False,5
9741,sum_heuristic,1350,True,4
9742,sum_heuristic,451,True,2
9743,mult_heuristic,6235,False,4
9744,sum_heuristic,6407,False,4
9745,mult_heuristic,306,False,1
9746,sum_heuristic,1805,True,5
9747,sum_heuristic,2403,True,4
9748,sum_heuristic,3531,False,3
9749,mult_heuristic,826,True,3
9750,mult_heuristic,1289,False,2
9751,sum_heuristic,819,True,3
9752,mult_heuristic,3946,True,4
9753,sum_heuristic,800,True,3
9754,mult_heuristic,306,False,1
9755,mult_heuristic,1283,True,4
9756,mult_heuristic,3569,True,4
9757,mult_heuristic,285,False,1
9758,mult_heuristic,3459,False,3
9759,mult_heuristic,804,True,3
9760,mult_heuristic,6001,False,4
9761,sum_heuristic,283,False,1
9762,mult_heuristic,1579,True,5
9763,mult_heuristic,306,False,1
9764,mult_heuristic,1289,False,2
9765,sum_heuristic,6382,False,4
9766,sum_heuristic,1903,True,5
9767,sum_heuristic,5064,True,4
9768,sum_heuristic,1967,True,5
9769,sum_heuristic,1008,True,2
9770,sum_heuristic,1303,True,4
9771,sum_heuristic,592,True,2
9772,sum_heuristic,1650,True,3
9773,mult_heuristic,3307,True,4
9774,sum_heuristic,483,True,2
9775,mult_heuristic,1271,False,2
9776,sum_heuristic,4262,True,5
9777,mult_heuristic,1330,True,4
9778,sum_heuristic,3516,False,3
9779,mult_heuristic,229,True,1
9780,mult_heuristic,1298,False,2
9781,sum_heuristic,297,False,1
9782,mult_heuristic,1250,False,2
9783,sum_heuristic,586,True,2
9784,sum_heuristic,1852,True,5
9785,sum_heuristic,483,True,2
9786,sum_heuristic,1262,False,2
9787,sum_heuristic,474,True,2
9788,mult_heuristic,594,True,2
9789,mult_heuristic,1803,True,3
9790,sum_heuristic,3501,False,3
9791,mult_heuristic,1774,True,3
9792,mult_heuristic,9758,False,5
9793,sum_heuristic,6247,True,5
9794,mult_heuristic,2961,True,5
9795,mult_heuristic,1873,True,4
9796,sum_heuristic,3517,False,3
9797,mult_heuristic,3416,False,3
9798,mult_heuristic,1760,True,5
9799,mult_heuristic,6084,False,4
9800,sum_heuristic,3485,False,3
9801,mult_heuristic,1847,True,3
9802,sum_heuristic,1274,False,2
9803,sum_heuristic,263,False,1
9804,mult_heuristic,3471,False,3
9805,sum_heuristic,9247,False,5
9806,sum_heuristic,1957,True,5
9807,sum_heuristic,9647,False,5
9808,mult_heuristic,6032,False,4
9809,mult_heuristic,279,False,1
9810,sum_heuristic,6072,False,4
9811,mult_heuristic,3550,False,3
9812,sum_heuristic,1416,True,4
9813,mult_heuristic,6272,False,4
9814,mult_heuristic,471,True,2
9815,sum_heuristic,1236,False,2
9816,mult_heuristic,2312,True,3
9817,mult_heuristic,1265,False,2
9818,sum_heuristic,1945,True,5
9819,mult_heuristic,9559,False,5
9820,mult_heuristic,3532,False,3
9821,sum_heuristic,1242,False,2
9822,sum_heuristic,839,True,3
9823,sum_heuristic,2604,True,4
9824,sum_heuristic,1268,True,4
9825,sum_heuristic,3433,False,3
9826,sum_heuristic,1288,True,4
9827,mult_heuristic,293,False,1
9828,sum_heuristic,483,True,2
9829,sum_heuristic,625,True,2
9830,mult_heuristic,831,True,3
9831,mult_heuristic,9183,False,5
9832,sum_heuristic,566,True,2
9833,mult_heuristic,293,False,1
9834,mult_heuristic,306,False,1
9835,sum_heuristic,3392,False,3
9836,mult_heuristic,3593,False,3
9837,sum_heuristic,2088,True,5
9838,sum_heuristic,6397,False,4
9839,mult_heuristic,471,True,2
9840,sum_heuristic,819,True,3
9841,sum_heuristic,3783,False,3
9842,sum_heuristic,2011,True,5
9843,mult_heuristic,298,False,1
9844,sum_heuristic,268,False,1
9845,mult_heuristic,3408,False,3
9846,mult_heuristic,6233,False,4
9847,mult_heuristic,1734,True,5
9848,mult_heuristic,3367,True,5
9849,sum_heuristic,503,True,2
9850,mult_heuristic,1014,True,3
9851,mult_heuristic,1948,True,5
9852,sum_heuristic,2480,True,3
9853,sum_heuristic,293,False,1
9854,sum_heuristic,1234,False,2
9855,mult_heuristic,9522,False,5
9856,mult_heuristic,269,False,1
9857,sum_heuristic,244,True,1
9858,sum_heuristic,313,False,1
9859,sum_heuristic,2653,True,4
9860,mult_heuristic,2368,True,4
9861,sum_heuristic,1255,False,2
9862,sum_heuristic,306,False,1
9863,sum_heuristic,1209,False,2
9864,mult_heuristic,1764,True,5
9865,mult_heuristic,1046,True,2
9866,mult_heuristic,4351,True,4
9867,sum_heuristic,842,True,3
9868,sum_heuristic,1416,True,4
9869,sum_heuristic,2297,True,3
9870,sum_heuristic,1576,True,3
9871,mult_heuristic,3471,False,3
9872,sum_heuristic,6435,False,4
9873,mult_heuristic,4145,True,5
9874,sum_heuristic,2216,True,3
9875,mult_heuristic,1080,True,3
9876,sum_heuristic,1999,True,5
9877,mult_heuristic,3511,False,3
9878,mult_heuristic,1457,True,4
9879,mult_heuristic,3535,False,3
9880,mult_heuristic,1267,True,4
9881,mult_heuristic,458,True,2
9882,sum_heuristic,301,False,1
9883,sum_heuristic,6378,False,4
9884,sum_heuristic,1266,False,2
9885,sum_heuristic,3650,False,3
9886,mult_heuristic,1483,True,3
9887,mult_heuristic,3507,False,3
9888,mult_heuristic,291,False,1
9889,sum_heuristic,1298,False,2
9890,mult_heuristic,1797,True,5
9891,sum_heuristic,297,False,1
9892,mult_heuristic,1449,True,4
9893,sum_heuristic,1718,True,5
9894,mult_heuristic,1033,True,2
9895,sum_heuristic,237,True,1
9896,sum_heuristic,831,True,3
9897,sum_heuristic,10167,False,5
9898,mult_heuristic,297,False,1
9899,sum_heuristic,297,False,1
9900,sum_heuristic,236,True,1
9901,mult_heuristic,237,True,1
9902,sum_heuristic,1311,True,4
9903,sum_heuristic,237,True,1
9904,mult_heuristic,3482,False,3
9905,sum_heuristic,504,True,2
9906,sum_heuristic,285,False,1
9907,sum_heuristic,9396,False,5
9908,sum_heuristic,294,False,1
9909,mult_heuristic,9483,False,5
9910,mult_heuristic,1251,False,2
9911,sum_heuristic,306,False,1
9912,mult_heuristic,823,True,3
9913,mult_heuristic,292,False,1
9914,sum_heuristic,6213,False,4
9915,sum_heuristic,1241,False,2
9916,sum_heuristic,3561,False,3
9917,mult_heuristic,505,True,2
9918,mult_heuristic,995,True,3
9919,mult_heuristic,315,False,1
9920,mult_heuristic,1539,True,4
9921,mult_heuristic,279,False,1
9922,mult_heuristic,3623,False,3
9923,sum_heuristic,3491,False,3
9924,mult_heuristic,804,True,3
9925,sum_heuristic,1468,True,4
9926,mult_heuristic,579,True,2
9927,mult_heuristic,846,True,3
9928,sum_heuristic,6172,False,4
9929,mult_heuristic,3347,False,3
9930,mult_heuristic,923,True,2
9931,mult_heuristic,1318,False,2
9932,mult_heuristic,493,True,2
9933,sum_heuristic,2661,True,3
9934,sum_heuristic,218,True,1
9935,mult_heuristic,6672,False,4
9936,sum_heuristic,289,False,1
9937,sum_heuristic,1218,False,2
9938,sum_heuristic,244,True,1
9939,sum_heuristic,285,False,1
9940,sum_heuristic,927,True,3
9941,sum_heuristic,237,True,1
9942,sum_heuristic,3450,False,3
9943,mult_heuristic,2606,True,5
9944,mult_heuristic,1123,True,3
9945,mult_heuristic,981,True,2
9946,mult_heuristic,1343,True,4
9947,mult_heuristic,5975,False,4
9948,sum_heuristic,1105,False,2
9949,sum_heuristic,1553,True,4
9950,mult_heuristic,293,False,1
9951,mult_heuristic,1312,True,4
9952,mult_heuristic,1221,True,4
9953,mult_heuristic,6034,False,4
9954,mult_heuristic,3784,True,5
9955,mult_heuristic,1289,False,2
9956,sum_heuristic,960,True,3
9957,sum_heuristic,1976,True,5
9958,sum_heuristic,5757,True,5
9959,sum_heuristic,6205,False,4
9960,mult_heuristic,6650,False,4
9961,sum_heuristic,4162,True,4
9962,sum_heuristic,2262,True,3
9963,mult_heuristic,237,True,1
9964,mult_heuristic,1284,False,2
9965,mult_heuristic,293,False,1
9966,sum_heuristic,6114,False,4
9967,mult_heuristic,3490,False,3
9968,sum_heuristic,1218,False,2
9969,mult_heuristic,1275,False,2
9970,mult_heuristic,1708,True,4
9971,sum_heuristic,306,False,1
9972,sum_heuristic,9763,False,5
9973,sum_heuristic,1047,True,2
9974,sum_heuristic,6157,False,4
9975,sum_heuristic,285,False,1
9976,mult_heuristic,229,True,1
9977,mult_heuristic,3268,False,3
9978,mult_heuristic,2859,True,5
9979,sum_heuristic,9642,False,5
9980,sum_heuristic,3545,False,3
9981,mult_heuristic,1423,True,3
9982,sum_heuristic,3448,False,3
9983,mult_heuristic,1218,False,2
9984,sum_heuristic,3559,False,3
9985,sum_heuristic,563,True,2
9986,sum_heuristic,6287,False,4
9987,mult_heuristic,3288,False,3
9988,sum_heuristic,1265,False,2
9989,mult_heuristic,1110,True,3
9990,mult_heuristic,1292,True,4
9991,mult_heuristic,1307,True,4
9992,sum_heuristic,791,True,2
9993,mult_heuristic,470,True,2
9994,sum_heuristic,1467,True,3
9995,sum_heuristic,6293,False,4
9996,mult_heuristic,3532,False,3
9997,sum_heuristic,1843,True,5
9998,sum_heuristic,802,True,2
9999,sum_heuristic,9343,False,5
10000,sum_heuristic,2103,True,3
10001,mult_heuristic,1309,True,4
10002,sum_heuristic,2061,True,5
10003,mult_heuristic,3393,True,4
10004,sum_heuristic,1337,False,2
10005,sum_heuristic,2279,True,3
10006,mult_heuristic,9885,False,5
10007,sum_heuristic,1854,True,5
10008,sum_heuristic,9930,False,5
10009,sum_heuristic,293,False,1
10010,mult_heuristic,867,True,2
10011,sum_heuristic,6158,False,4
10012,mult_heuristic,6372,False,4
10013,mult_heuristic,1258,False,2
10014,mult_heuristic,781,True,3
10015,sum_heuristic,9603,False,5
10016,mult_heuristic,483,True,2
10017,mult_heuristic,6336,False,4
10018,mult_heuristic,1963,True,5
10019,sum_heuristic,6191,False,4
10020,sum_heuristic,220,True,1
10021,sum_heuristic,2136,True,4
10022,mult_heuristic,877,True,3
10023,mult_heuristic,9312,False,5
10024,mult_heuristic,237,True,1
10025,mult_heuristic,220,True,1
10026,mult_heuristic,287,False,1
10027,mult_heuristic,1230,False,2
10028,mult_heuristic,289,False,1
10029,mult_heuristic,1196,False,2
10030,sum_heuristic,6190,False,4
10031,mult_heuristic,1463,True,3
10032,mult_heuristic,1872,True,5
10033,sum_heuristic,287,False,1
10034,mult_heuristic,6194,False,4
10035,sum_heuristic,483,True,2
10036,mult_heuristic,1503,True,4
10037,sum_heuristic,6588,False,4
10038,mult_heuristic,279,False,1
10039,sum_heuristic,306,False,1
10040,sum_heuristic,3600,False,3
10041,sum_heuristic,3426,False,3
10042,sum_heuristic,1252,False,2
10043,mult_heuristic,3404,False,3
10044,sum_heuristic,3655,False,3
10045,mult_heuristic,9493,False,5
10046,sum_heuristic,850,True,3
10047,sum_heuristic,475,True,2
10048,mult_heuristic,236,True,1
10049,sum_heuristic,1918,True,5
10050,sum_heuristic,306,False,1
10051,mult_heuristic,1237,False,2
10052,mult_heuristic,6216,False,4
10053,sum_heuristic,6057,False,4
10054,mult_heuristic,9642,False,5
10055,mult_heuristic,233,True,1
10056,sum_heuristic,291,False,1
10057,sum_heuristic,843,True,3
10058,mult_heuristic,2071,True,5
10059,mult_heuristic,3401,True,4
10060,mult_heuristic,2420,True,3
10061,sum_heuristic,1213,False,2
10062,mult_heuristic,3384,False,3
10063,mult_heuristic,293,False,1
10064,sum_heuristic,2423,True,5
10065,mult_heuristic,477,True,2
10066,mult_heuristic,827,True,3
10067,mult_heuristic,1308,False,2
10068,sum_heuristic,297,False,1
10069,sum_heuristic,293,False,1
10070,mult_heuristic,233,True,1
10071,sum_heuristic,219,True,1
10072,sum_heuristic,244,True,1
10073,mult_heuristic,288,False,1
10074,mult_heuristic,831,True,3
10075,mult_heuristic,583,True,2
10076,mult_heuristic,1845,True,3
10077,sum_heuristic,1298,False,2
10078,sum_heuristic,285,False,1
10079,sum_heuristic,2975,True,5
10080,mult_heuristic,538,True,2
10081,sum_heuristic,1220,False,2
10082,mult_heuristic,3466,False,3
10083,mult_heuristic,3458,False,3
10084,mult_heuristic,1269,False,2
10085,mult_heuristic,3463,False,3
10086,mult_heuristic,9866,False,5
10087,sum_heuristic,6267,False,4
10088,mult_heuristic,1240,False,2
10089,sum_heuristic,233,True,1
10090,mult_heuristic,9826,False,5
10091,mult_heuristic,477,True,2
10092,sum_heuristic,869,True,3
10093,mult_heuristic,300,False,1
10094,sum_heuristic,3390,False,3
10095,mult_heuristic,9996,False,5
10096,mult_heuristic,1605,True,4
10097,sum_heuristic,1251,False,2
10098,sum_heuristic,1300,False,2
10099,sum_heuristic,9659,False,5
10100,sum_heuristic,293,False,1
10101,sum_heuristic,297,False,1
10102,mult_heuristic,842,True,3
10103,sum_heuristic,306,False,1
10104,mult_heuristic,294,False,1
10105,mult_heuristic,237,True,1
10106,mult_heuristic,6280,False,4
10107,mult_heuristic,1817,True,5
10108,mult_heuristic,279,False,1
10109,sum_heuristic,6207,False,4
10110,sum_heuristic,3590,False,3
10111,sum_heuristic,6095,False,4
10112,mult_heuristic,3322,False,3
10113,sum_heuristic,1308,True,4
10114,sum_heuristic,927,True,3
10115,sum_heuristic,858,True,3
10116,sum_heuristic,3530,False,3
10117,sum_heuristic,1851,True,5
10118,mult_heuristic,237,True,1
10119,mult_heuristic,1327,True,3
10120,sum_heuristic,2578,True,4
10121,mult_heuristic,1801,True,5
10122,sum_heuristic,3485,False,3
10123,sum_heuristic,3560,False,3
10124,mult_heuristic,6416,False,4
10125,mult_heuristic,1286,False,2
10126,sum_heuristic,879,True,2
10127,sum_heuristic,1281,False,2
10128,mult_heuristic,6145,True,5
10129,mult_heuristic,1290,True,4
10130,mult_heuristic,1318,False,2
10131,sum_heuristic,288,False,1
10132,sum_heuristic,445,True,2
10133,sum_heuristic,839,True,3
10134,sum_heuristic,555,True,2
10135,sum_heuristic,278,False,1
10136,sum_heuristic,283,False,1
10137,mult_heuristic,1267,False,2
10138,mult_heuristic,4104,True,4
10139,sum_heuristic,3615,False,3
10140,mult_heuristic,2531,True,5
