,heuristic,solution_len,acc,beam_width
6179,sum_heuristic,9794,False,5
6180,mult_heuristic,1852,True,5
6181,mult_heuristic,9935,False,5
6182,sum_heuristic,1333,True,4
6183,mult_heuristic,6265,False,4
6184,mult_heuristic,1257,False,2
6185,mult_heuristic,3446,False,3
6186,mult_heuristic,2144,True,4
6187,mult_heuristic,6252,False,4
6188,mult_heuristic,6278,False,4
6189,mult_heuristic,3194,True,5
6190,sum_heuristic,1257,False,2
6191,sum_heuristic,1179,False,2
6192,sum_heuristic,1239,False,2
6193,sum_heuristic,306,False,1
6194,mult_heuristic,300,False,1
6195,sum_heuristic,1258,False,2
6196,mult_heuristic,2863,True,5
6197,sum_heuristic,306,False,1
6198,sum_heuristic,1286,True,4
6199,mult_heuristic,226,True,1
6200,sum_heuristic,318,False,1
6201,mult_heuristic,1104,True,3
6202,mult_heuristic,1337,False,2
6203,sum_heuristic,1434,True,4
6204,sum_heuristic,490,True,2
6205,mult_heuristic,929,True,2
6206,mult_heuristic,1294,True,4
6207,mult_heuristic,6022,False,4
6208,mult_heuristic,1270,False,2
6209,mult_heuristic,1366,False,2
6210,sum_heuristic,298,False,1
6211,sum_heuristic,306,False,1
6212,sum_heuristic,297,False,1
6213,mult_heuristic,278,False,1
6214,mult_heuristic,1276,False,2
6215,sum_heuristic,283,False,1
6216,mult_heuristic,6792,True,5
6217,sum_heuristic,289,False,1
6218,sum_heuristic,1759,True,5
6219,mult_heuristic,1324,True,4
6220,sum_heuristic,9604,False,5
6221,sum_heuristic,9629,False,5
6222,mult_heuristic,1318,True,4
6223,sum_heuristic,3521,False,3
6224,sum_heuristic,1820,True,5
6225,mult_heuristic,867,True,3
6226,mult_heuristic,1594,True,4
6227,mult_heuristic,6296,False,4
6228,mult_heuristic,301,False,1
6229,sum_heuristic,3511,False,3
6230,mult_heuristic,9684,False,5
6231,sum_heuristic,1642,True,4
6232,mult_heuristic,226,True,1
6233,sum_heuristic,1270,True,4
6234,mult_heuristic,566,True,2
6235,sum_heuristic,4397,True,5
6236,mult_heuristic,6134,False,4
6237,sum_heuristic,291,False,1
6238,mult_heuristic,233,True,1
6239,mult_heuristic,244,True,1
6240,sum_heuristic,3530,False,3
6241,sum_heuristic,3461,False,3
6242,sum_heuristic,1182,False,2
6243,sum_heuristic,233,True,1
6244,mult_heuristic,469,True,2
6245,mult_heuristic,237,True,1
6246,mult_heuristic,6438,False,4
6247,sum_heuristic,515,True,2
6248,mult_heuristic,506,True,2
6249,sum_heuristic,3476,False,3
6250,mult_heuristic,938,True,2
6251,sum_heuristic,513,True,2
6252,sum_heuristic,279,False,1
6253,mult_heuristic,795,True,3
6254,sum_heuristic,298,False,1
6255,sum_heuristic,301,False,1
6256,mult_heuristic,292,False,1
6257,mult_heuristic,301,False,1
6258,mult_heuristic,1065,True,3
6259,sum_heuristic,279,False,1
6260,mult_heuristic,1866,True,5
6261,mult_heuristic,1318,False,2
6262,mult_heuristic,1269,False,2
6263,mult_heuristic,815,True,3
6264,mult_heuristic,2366,True,3
6265,mult_heuristic,300,False,1
6266,sum_heuristic,1297,True,4
6267,sum_heuristic,1267,False,2
6268,sum_heuristic,603,True,2
6269,sum_heuristic,288,False,1
6270,mult_heuristic,1811,True,5
6271,sum_heuristic,297,False,1
6272,mult_heuristic,1250,False,2
6273,mult_heuristic,9606,False,5
6274,sum_heuristic,1555,True,4
6275,sum_heuristic,3799,False,3
6276,sum_heuristic,873,True,3
6277,mult_heuristic,300,False,1
6278,sum_heuristic,6438,False,4
6279,sum_heuristic,1788,True,5
6280,sum_heuristic,298,False,1
6281,mult_heuristic,3549,False,3
6282,mult_heuristic,226,True,1
6283,sum_heuristic,935,True,3
6284,mult_heuristic,3421,False,3
6285,sum_heuristic,1657,True,3
6286,mult_heuristic,1310,True,4
6287,sum_heuristic,237,True,1
6288,sum_heuristic,3550,False,3
6289,sum_heuristic,226,True,1
6290,mult_heuristic,854,True,3
6291,mult_heuristic,593,True,2
6292,sum_heuristic,3381,True,4
6293,mult_heuristic,236,True,1
6294,mult_heuristic,2392,True,5
6295,mult_heuristic,891,True,3
6296,sum_heuristic,3511,False,3
6297,mult_heuristic,289,False,1
6298,sum_heuristic,1581,True,4
6299,mult_heuristic,1388,True,4
6300,mult_heuristic,1276,False,2
6301,sum_heuristic,2965,True,5
6302,sum_heuristic,479,True,2
6303,mult_heuristic,1540,True,3
6304,sum_heuristic,1278,True,4
6305,sum_heuristic,6085,False,4
6306,mult_heuristic,1597,True,3
6307,sum_heuristic,9335,False,5
6308,mult_heuristic,1414,True,4
6309,sum_heuristic,1262,False,2
6310,sum_heuristic,2961,True,5
6311,sum_heuristic,1707,True,4
6312,sum_heuristic,6128,False,4
6313,mult_heuristic,831,True,3
6314,mult_heuristic,1206,False,2
6315,mult_heuristic,3451,True,5
6316,sum_heuristic,297,False,1
6317,sum_heuristic,3441,False,3
6318,mult_heuristic,1855,True,5
6319,sum_heuristic,1194,False,2
6320,sum_heuristic,3322,False,3
6321,sum_heuristic,293,False,1
6322,mult_heuristic,1262,False,2
6323,mult_heuristic,289,False,1
6324,mult_heuristic,6352,False,4
6325,sum_heuristic,1424,True,4
6326,sum_heuristic,263,False,1
6327,sum_heuristic,297,False,1
6328,mult_heuristic,6245,False,4
6329,mult_heuristic,972,True,3
6330,sum_heuristic,1252,False,2
6331,mult_heuristic,1264,False,2
6332,sum_heuristic,1245,False,2
6333,mult_heuristic,768,True,3
6334,mult_heuristic,1068,True,3
6335,sum_heuristic,311,False,1
6336,sum_heuristic,9600,False,5
6337,mult_heuristic,1341,True,4
6338,mult_heuristic,306,False,1
6339,sum_heuristic,3506,False,3
6340,sum_heuristic,795,True,3
6341,sum_heuristic,3478,False,3
6342,mult_heuristic,6216,False,4
6343,mult_heuristic,294,False,1
6344,mult_heuristic,6703,False,4
6345,sum_heuristic,1274,False,2
6346,sum_heuristic,6115,False,4
6347,sum_heuristic,3353,False,3
6348,sum_heuristic,4032,True,4
6349,mult_heuristic,6381,False,4
6350,sum_heuristic,1928,True,5
6351,mult_heuristic,1182,False,2
6352,mult_heuristic,500,True,2
6353,mult_heuristic,6160,False,4
6354,sum_heuristic,915,True,2
6355,mult_heuristic,862,True,3
6356,mult_heuristic,1054,True,2
6357,sum_heuristic,6162,False,4
6358,mult_heuristic,1283,False,2
6359,sum_heuristic,10483,False,5
6360,mult_heuristic,2172,True,5
6361,mult_heuristic,7466,True,5
6362,mult_heuristic,2055,True,5
6363,mult_heuristic,2060,True,4
6364,sum_heuristic,1495,True,4
6365,mult_heuristic,279,False,1
6366,sum_heuristic,306,False,1
6367,sum_heuristic,1267,False,2
6368,mult_heuristic,6304,False,4
6369,sum_heuristic,977,True,3
6370,sum_heuristic,1098,True,3
6371,sum_heuristic,1181,True,4
6372,sum_heuristic,298,False,1
6373,mult_heuristic,9687,False,5
6374,sum_heuristic,3509,False,3
6375,mult_heuristic,5838,True,5
6376,mult_heuristic,2312,True,5
6377,sum_heuristic,3579,False,3
6378,mult_heuristic,3366,True,4
6379,sum_heuristic,9783,False,5
6380,mult_heuristic,4634,True,4
6381,sum_heuristic,279,False,1
6382,sum_heuristic,6345,False,4
6383,sum_heuristic,1078,True,3
6384,mult_heuristic,1238,False,2
6385,mult_heuristic,9744,False,5
6386,mult_heuristic,1318,False,2
6387,mult_heuristic,1581,True,4
6388,mult_heuristic,1867,True,5
6389,mult_heuristic,6504,False,4
6390,sum_heuristic,300,False,1
6391,mult_heuristic,318,False,1
6392,mult_heuristic,1257,False,2
6393,mult_heuristic,9608,False,5
6394,mult_heuristic,850,True,3
6395,sum_heuristic,9764,False,5
6396,sum_heuristic,1761,True,5
6397,mult_heuristic,1271,True,4
6398,mult_heuristic,2961,True,5
6399,sum_heuristic,447,True,2
6400,mult_heuristic,1302,False,2
6401,mult_heuristic,301,False,1
6402,sum_heuristic,306,False,1
6403,sum_heuristic,6137,False,4
6404,sum_heuristic,6235,True,5
6405,sum_heuristic,1343,True,4
6406,sum_heuristic,297,False,1
6407,mult_heuristic,3413,False,3
6408,sum_heuristic,301,False,1
6409,mult_heuristic,288,False,1
6410,mult_heuristic,3417,False,3
6411,mult_heuristic,795,True,3
6412,sum_heuristic,293,False,1
6413,sum_heuristic,780,True,3
6414,mult_heuristic,9675,False,5
6415,mult_heuristic,2214,True,5
6416,mult_heuristic,815,True,3
6417,mult_heuristic,9830,False,5
6418,sum_heuristic,798,True,3
6419,mult_heuristic,9874,False,5
6420,mult_heuristic,1698,True,4
6421,sum_heuristic,3362,True,5
6422,mult_heuristic,301,False,1
6423,mult_heuristic,1289,True,4
6424,mult_heuristic,6581,False,4
6425,sum_heuristic,6434,False,4
6426,mult_heuristic,293,False,1
6427,sum_heuristic,1255,False,2
6428,sum_heuristic,3415,False,3
6429,sum_heuristic,9347,False,5
6430,mult_heuristic,3451,False,3
6431,sum_heuristic,279,False,1
6432,sum_heuristic,1798,True,5
6433,sum_heuristic,904,True,3
6434,mult_heuristic,318,False,1
6435,sum_heuristic,575,True,2
6436,sum_heuristic,791,True,2
6437,sum_heuristic,3425,False,3
6438,mult_heuristic,9365,False,5
6439,sum_heuristic,3509,False,3
6440,sum_heuristic,232,True,1
6441,sum_heuristic,4356,True,4
6442,mult_heuristic,3599,False,3
6443,mult_heuristic,1369,True,4
6444,mult_heuristic,1432,True,4
6445,mult_heuristic,1250,True,4
6446,sum_heuristic,554,True,2
6447,sum_heuristic,2190,True,3
6448,sum_heuristic,237,True,1
6449,mult_heuristic,1353,True,4
6450,sum_heuristic,3587,False,3
6451,sum_heuristic,263,False,1
6452,sum_heuristic,443,True,2
6453,sum_heuristic,9790,False,5
6454,sum_heuristic,293,False,1
6455,sum_heuristic,1358,True,4
6456,sum_heuristic,9322,False,5
6457,sum_heuristic,276,False,1
6458,sum_heuristic,1377,True,4
6459,mult_heuristic,1922,True,5
6460,sum_heuristic,3515,False,3
6461,sum_heuristic,478,True,2
6462,mult_heuristic,6444,False,4
6463,sum_heuristic,1235,False,2
6464,sum_heuristic,1755,True,5
6465,mult_heuristic,9797,False,5
6466,mult_heuristic,575,True,2
6467,sum_heuristic,818,True,3
6468,mult_heuristic,1285,False,2
6469,mult_heuristic,1298,False,2
6470,sum_heuristic,1236,True,4
6471,sum_heuristic,1216,False,2
6472,mult_heuristic,293,False,1
6473,sum_heuristic,233,True,1
6474,sum_heuristic,6020,False,4
6475,sum_heuristic,2172,True,5
6476,mult_heuristic,3484,False,3
6477,mult_heuristic,1304,True,4
6478,mult_heuristic,2424,True,5
6479,sum_heuristic,3470,False,3
6480,sum_heuristic,1332,False,2
6481,sum_heuristic,1286,False,2
6482,mult_heuristic,3422,False,3
6483,sum_heuristic,593,True,2
6484,sum_heuristic,9782,False,5
6485,mult_heuristic,2118,True,5
6486,sum_heuristic,3499,False,3
6487,mult_heuristic,300,False,1
6488,mult_heuristic,2063,True,5
6489,sum_heuristic,6262,False,4
6490,mult_heuristic,5165,True,5
6491,mult_heuristic,1975,True,5
6492,mult_heuristic,244,True,1
6493,mult_heuristic,1320,True,4
6494,mult_heuristic,280,False,1
6495,mult_heuristic,3676,True,5
6496,sum_heuristic,6218,False,4
6497,sum_heuristic,2988,True,4
6498,sum_heuristic,1342,False,2
6499,sum_heuristic,233,True,1
6500,sum_heuristic,237,True,1
6501,sum_heuristic,2924,True,5
6502,sum_heuristic,9475,False,5
6503,mult_heuristic,237,True,1
6504,mult_heuristic,806,True,3
6505,mult_heuristic,3363,False,3
6506,sum_heuristic,1824,True,5
6507,mult_heuristic,298,False,1
6508,sum_heuristic,9743,False,5
6509,mult_heuristic,2221,True,4
6510,sum_heuristic,489,True,2
6511,sum_heuristic,5123,True,5
6512,sum_heuristic,1295,True,4
6513,mult_heuristic,294,False,1
6514,sum_heuristic,3410,False,3
6515,mult_heuristic,2111,True,5
6516,sum_heuristic,831,True,3
6517,sum_heuristic,1255,False,2
6518,mult_heuristic,293,False,1
6519,mult_heuristic,958,True,3
6520,mult_heuristic,285,False,1
6521,mult_heuristic,294,False,1
6522,mult_heuristic,798,True,3
6523,mult_heuristic,1821,True,5
6524,mult_heuristic,294,False,1
6525,mult_heuristic,2231,True,3
6526,sum_heuristic,3018,True,5
6527,mult_heuristic,815,True,3
6528,sum_heuristic,9599,False,5
6529,mult_heuristic,2127,True,5
6530,sum_heuristic,1249,False,2
6531,sum_heuristic,1258,True,4
6532,mult_heuristic,1203,True,4
6533,mult_heuristic,1277,True,4
6534,sum_heuristic,4161,True,5
6535,mult_heuristic,5743,True,5
6536,sum_heuristic,3235,True,5
6537,mult_heuristic,614,True,2
6538,sum_heuristic,561,True,2
6539,mult_heuristic,1849,True,5
6540,mult_heuristic,1550,True,3
6541,sum_heuristic,603,True,2
6542,sum_heuristic,297,False,1
6543,mult_heuristic,289,False,1
6544,sum_heuristic,9634,False,5
6545,sum_heuristic,2856,True,5
6546,sum_heuristic,556,True,2
6547,sum_heuristic,233,True,1
6548,sum_heuristic,4578,True,4
6549,mult_heuristic,1829,True,5
6550,sum_heuristic,1535,True,4
6551,sum_heuristic,1284,False,2
6552,mult_heuristic,827,True,3
6553,sum_heuristic,847,True,2
6554,mult_heuristic,1273,True,4
6555,sum_heuristic,297,False,1
6556,sum_heuristic,1719,True,3
6557,sum_heuristic,6341,False,4
6558,sum_heuristic,3620,False,3
6559,mult_heuristic,4204,True,5
6560,sum_heuristic,233,True,1
6561,mult_heuristic,853,True,3
6562,mult_heuristic,506,True,2
6563,sum_heuristic,1276,False,2
6564,mult_heuristic,3528,False,3
6565,sum_heuristic,1824,True,5
6566,mult_heuristic,1232,False,2
6567,mult_heuristic,3427,False,3
6568,sum_heuristic,237,True,1
6569,sum_heuristic,3368,False,3
6570,mult_heuristic,1269,False,2
6571,sum_heuristic,298,False,1
6572,mult_heuristic,4551,True,5
6573,sum_heuristic,1889,True,5
6574,sum_heuristic,3460,False,3
6575,mult_heuristic,811,True,3
6576,sum_heuristic,6303,False,4
6577,sum_heuristic,589,True,2
6578,mult_heuristic,9764,False,5
6579,mult_heuristic,306,False,1
6580,mult_heuristic,297,False,1
6581,sum_heuristic,3399,False,3
6582,sum_heuristic,822,True,3
6583,sum_heuristic,5408,True,5
6584,sum_heuristic,811,True,3
6585,mult_heuristic,284,False,1
6586,mult_heuristic,610,True,2
6587,mult_heuristic,3481,False,3
6588,sum_heuristic,3566,False,3
6589,mult_heuristic,1473,True,4
6590,mult_heuristic,283,False,1
6591,mult_heuristic,226,True,1
6592,sum_heuristic,6189,False,4
6593,sum_heuristic,3671,True,4
6594,mult_heuristic,294,False,1
6595,mult_heuristic,9670,False,5
6596,sum_heuristic,6417,False,4
6597,mult_heuristic,291,False,1
6598,mult_heuristic,2364,True,4
6599,mult_heuristic,1283,False,2
6600,mult_heuristic,237,True,1
6601,sum_heuristic,3018,True,5
6602,mult_heuristic,1875,True,5
6603,mult_heuristic,778,True,2
6604,mult_heuristic,1308,False,2
6605,mult_heuristic,6739,False,4
6606,mult_heuristic,1265,False,2
6607,sum_heuristic,4160,True,5
6608,sum_heuristic,275,False,1
6609,sum_heuristic,6301,False,4
6610,sum_heuristic,1714,True,5
6611,mult_heuristic,1246,True,4
6612,mult_heuristic,2594,True,5
6613,sum_heuristic,306,False,1
6614,sum_heuristic,1294,True,4
6615,sum_heuristic,310,False,1
6616,mult_heuristic,6263,False,4
6617,mult_heuristic,1862,True,3
6618,sum_heuristic,9942,False,5
6619,sum_heuristic,292,False,1
6620,mult_heuristic,1058,True,3
6621,sum_heuristic,2363,True,5
6622,mult_heuristic,842,True,3
6623,mult_heuristic,1229,True,4
6624,sum_heuristic,1366,True,4
6625,mult_heuristic,1871,True,5
6626,sum_heuristic,3079,True,4
6627,mult_heuristic,474,True,2
6628,mult_heuristic,1278,False,2
6629,sum_heuristic,4548,True,5
6630,mult_heuristic,1240,False,2
6631,sum_heuristic,551,True,2
6632,sum_heuristic,3477,False,3
6633,mult_heuristic,285,False,1
6634,mult_heuristic,6529,False,4
6635,sum_heuristic,293,False,1
6636,sum_heuristic,1204,False,2
6637,mult_heuristic,834,True,2
6638,mult_heuristic,3359,False,3
6639,sum_heuristic,1257,False,2
6640,sum_heuristic,881,True,3
6641,sum_heuristic,935,True,3
6642,mult_heuristic,2304,True,5
6643,mult_heuristic,1267,False,2
6644,mult_heuristic,6913,False,4
6645,mult_heuristic,5142,True,5
6646,sum_heuristic,3496,False,3
6647,mult_heuristic,6245,False,4
6648,sum_heuristic,301,False,1
6649,mult_heuristic,885,True,3
6650,sum_heuristic,815,True,3
6651,mult_heuristic,846,True,3
6652,sum_heuristic,515,True,2
6653,sum_heuristic,220,True,1
6654,sum_heuristic,2268,True,3
6655,mult_heuristic,1313,False,2
6656,mult_heuristic,1274,False,2
6657,mult_heuristic,1590,True,4
6658,mult_heuristic,6099,False,4
6659,mult_heuristic,1120,True,3
6660,mult_heuristic,800,True,3
6661,mult_heuristic,233,True,1
6662,sum_heuristic,5877,False,4
6663,mult_heuristic,233,True,1
6664,sum_heuristic,6179,False,4
6665,sum_heuristic,1286,True,4
6666,sum_heuristic,1296,False,2
6667,mult_heuristic,1230,False,2
6668,mult_heuristic,210,True,1
6669,mult_heuristic,1776,True,5
6670,sum_heuristic,3155,True,5
6671,sum_heuristic,1986,True,3
6672,sum_heuristic,10118,False,5
6673,sum_heuristic,1276,True,4
6674,mult_heuristic,740,True,2
6675,sum_heuristic,1276,False,2
6676,sum_heuristic,293,False,1
6677,mult_heuristic,6093,False,4
6678,mult_heuristic,3598,True,5
6679,mult_heuristic,842,True,3
6680,mult_heuristic,293,False,1
6681,mult_heuristic,1272,False,2
6682,sum_heuristic,483,True,2
6683,mult_heuristic,233,True,1
6684,mult_heuristic,300,False,1
6685,mult_heuristic,3363,False,3
6686,mult_heuristic,301,False,1
6687,mult_heuristic,3002,True,4
6688,mult_heuristic,244,True,1
6689,sum_heuristic,1790,True,3
6690,mult_heuristic,3510,False,3
6691,mult_heuristic,1323,False,2
6692,sum_heuristic,279,False,1
6693,sum_heuristic,6126,False,4
6694,mult_heuristic,9922,False,5
6695,sum_heuristic,2105,True,5
6696,mult_heuristic,1120,True,3
6697,sum_heuristic,502,True,2
6698,mult_heuristic,1838,True,5
6699,sum_heuristic,3485,False,3
6700,sum_heuristic,3908,True,5
6701,sum_heuristic,9417,False,5
6702,mult_heuristic,3435,False,3
6703,mult_heuristic,1274,False,2
6704,mult_heuristic,1899,True,5
6705,sum_heuristic,1283,False,2
6706,mult_heuristic,1286,False,2
6707,sum_heuristic,6515,False,4
6708,sum_heuristic,501,True,2
6709,sum_heuristic,297,False,1
6710,sum_heuristic,3531,False,3
6711,sum_heuristic,490,True,2
6712,mult_heuristic,2380,True,5
6713,sum_heuristic,1833,True,5
6714,mult_heuristic,929,True,3
6715,mult_heuristic,5640,True,5
6716,mult_heuristic,1115,True,3
6717,sum_heuristic,1467,True,4
6718,sum_heuristic,1860,True,5
6719,sum_heuristic,7490,True,5
6720,sum_heuristic,601,True,2
6721,mult_heuristic,3700,False,3
6722,mult_heuristic,1298,True,4
6723,sum_heuristic,306,False,1
6724,sum_heuristic,1417,True,4
6725,mult_heuristic,2132,True,3
6726,sum_heuristic,6001,True,5
6727,mult_heuristic,769,True,2
6728,sum_heuristic,1469,True,3
6729,sum_heuristic,279,False,1
6730,mult_heuristic,315,False,1
6731,sum_heuristic,3495,False,3
6732,sum_heuristic,306,False,1
6733,sum_heuristic,9458,False,5
6734,sum_heuristic,297,False,1
6735,sum_heuristic,489,True,2
6736,mult_heuristic,297,False,1
6737,sum_heuristic,3504,False,3
6738,sum_heuristic,960,True,2
6739,mult_heuristic,2045,True,5
6740,mult_heuristic,850,True,3
6741,sum_heuristic,1082,True,3
6742,mult_heuristic,280,False,1
6743,sum_heuristic,9782,False,5
6744,mult_heuristic,6335,False,4
6745,sum_heuristic,1284,True,4
6746,mult_heuristic,285,False,1
6747,mult_heuristic,1274,False,2
6748,mult_heuristic,6156,False,4
6749,mult_heuristic,6227,False,4
6750,mult_heuristic,501,True,2
6751,mult_heuristic,1282,False,2
6752,mult_heuristic,5410,True,5
6753,sum_heuristic,3487,False,3
6754,mult_heuristic,306,False,1
6755,sum_heuristic,1903,True,5
6756,mult_heuristic,1775,True,5
6757,mult_heuristic,6237,False,4
6758,mult_heuristic,297,False,1
6759,mult_heuristic,3837,True,5
6760,sum_heuristic,2285,True,5
6761,sum_heuristic,237,True,1
6762,mult_heuristic,2984,True,3
6763,sum_heuristic,510,True,2
6764,sum_heuristic,2326,True,4
6765,mult_heuristic,1850,True,5
6766,mult_heuristic,1245,False,2
6767,mult_heuristic,237,True,1
6768,sum_heuristic,463,True,2
6769,mult_heuristic,306,False,1
6770,sum_heuristic,1287,True,4
6771,sum_heuristic,6340,False,4
6772,mult_heuristic,271,False,1
6773,mult_heuristic,1299,False,2
6774,sum_heuristic,1910,True,5
6775,sum_heuristic,1602,True,4
6776,sum_heuristic,1173,True,3
6777,mult_heuristic,9768,False,5
6778,mult_heuristic,3426,False,3
6779,mult_heuristic,1254,False,2
6780,sum_heuristic,237,True,1
6781,sum_heuristic,10260,False,5
6782,mult_heuristic,1546,True,4
6783,sum_heuristic,306,False,1
6784,sum_heuristic,237,True,1
6785,mult_heuristic,1817,True,5
6786,mult_heuristic,1245,False,2
6787,sum_heuristic,297,False,1
6788,mult_heuristic,236,True,1
6789,sum_heuristic,3471,False,3
6790,mult_heuristic,3659,False,3
6791,sum_heuristic,477,True,2
6792,mult_heuristic,297,False,1
6793,sum_heuristic,306,False,1
6794,sum_heuristic,6188,False,4
6795,mult_heuristic,1242,True,4
6796,sum_heuristic,1773,True,5
6797,mult_heuristic,3378,False,3
6798,mult_heuristic,232,True,1
6799,mult_heuristic,306,False,1
6800,mult_heuristic,1308,False,2
6801,mult_heuristic,6197,False,4
6802,mult_heuristic,1283,False,2
6803,mult_heuristic,3884,True,5
6804,sum_heuristic,9485,False,5
6805,sum_heuristic,3379,False,3
6806,mult_heuristic,9541,False,5
6807,mult_heuristic,233,True,1
6808,mult_heuristic,301,False,1
6809,mult_heuristic,6183,False,4
6810,mult_heuristic,1808,True,5
6811,sum_heuristic,3501,False,3
6812,mult_heuristic,9596,False,5
6813,mult_heuristic,295,False,1
6814,mult_heuristic,3361,True,4
6815,mult_heuristic,1254,False,2
6816,sum_heuristic,1298,False,2
6817,sum_heuristic,1952,True,5
6818,sum_heuristic,285,False,1
6819,mult_heuristic,293,False,1
6820,mult_heuristic,1222,True,4
6821,mult_heuristic,10191,False,5
6822,sum_heuristic,3536,False,3
6823,mult_heuristic,2870,True,5
6824,mult_heuristic,834,True,3
6825,mult_heuristic,3458,False,3
6826,sum_heuristic,1278,True,4
6827,mult_heuristic,6284,False,4
6828,mult_heuristic,275,False,1
6829,mult_heuristic,3486,False,3
6830,mult_heuristic,2418,True,5
6831,sum_heuristic,1855,True,5
6832,sum_heuristic,473,True,2
6833,mult_heuristic,1270,False,2
6834,sum_heuristic,301,False,1
6835,sum_heuristic,237,True,1
6836,sum_heuristic,1267,True,4
6837,mult_heuristic,1712,True,5
6838,sum_heuristic,237,True,1
6839,sum_heuristic,3425,False,3
6840,sum_heuristic,3430,False,3
6841,mult_heuristic,1305,True,4
6842,sum_heuristic,1905,True,3
6843,mult_heuristic,226,True,1
6844,sum_heuristic,483,True,2
6845,sum_heuristic,1274,False,2
6846,mult_heuristic,3442,False,3
6847,mult_heuristic,1264,True,4
6848,mult_heuristic,4373,True,5
6849,mult_heuristic,289,False,1
6850,sum_heuristic,969,True,3
6851,mult_heuristic,298,False,1
6852,mult_heuristic,298,False,1
6853,mult_heuristic,285,False,1
6854,sum_heuristic,1308,False,2
6855,sum_heuristic,286,False,1
6856,mult_heuristic,1655,True,3
6857,sum_heuristic,1342,False,2
6858,sum_heuristic,1792,True,5
6859,mult_heuristic,1330,False,2
6860,sum_heuristic,4477,True,5
6861,mult_heuristic,283,False,1
6862,sum_heuristic,6269,False,4
6863,mult_heuristic,1237,True,4
6864,mult_heuristic,1225,False,2
6865,mult_heuristic,600,True,2
6866,sum_heuristic,6216,False,4
6867,mult_heuristic,1283,False,2
6868,sum_heuristic,9515,False,5
6869,mult_heuristic,507,True,2
6870,sum_heuristic,237,True,1
6871,sum_heuristic,1325,False,2
6872,sum_heuristic,297,False,1
6873,mult_heuristic,3468,False,3
6874,mult_heuristic,3530,False,3
6875,mult_heuristic,279,False,1
6876,mult_heuristic,306,False,1
6877,sum_heuristic,297,False,1
6878,mult_heuristic,1568,True,4
6879,mult_heuristic,5474,True,5
6880,mult_heuristic,226,True,1
6881,mult_heuristic,1279,False,2
6882,sum_heuristic,573,True,2
6883,mult_heuristic,9366,False,5
6884,mult_heuristic,2255,True,4
6885,sum_heuristic,6266,False,4
6886,mult_heuristic,9407,False,5
6887,mult_heuristic,237,True,1
6888,mult_heuristic,2516,True,3
6889,mult_heuristic,5970,True,5
6890,sum_heuristic,3402,False,3
6891,sum_heuristic,2645,True,3
6892,mult_heuristic,1144,True,3
6893,sum_heuristic,3029,True,4
6894,sum_heuristic,3700,False,3
6895,mult_heuristic,10002,False,5
6896,mult_heuristic,292,False,1
6897,mult_heuristic,486,True,2
6898,sum_heuristic,6624,False,4
6899,mult_heuristic,1295,False,2
6900,mult_heuristic,1911,True,5
6901,sum_heuristic,3421,False,3
6902,sum_heuristic,285,False,1
6903,sum_heuristic,6325,False,4
6904,mult_heuristic,277,False,1
6905,sum_heuristic,817,True,3
6906,sum_heuristic,1911,True,5
6907,sum_heuristic,3318,False,3
6908,sum_heuristic,1286,False,2
6909,mult_heuristic,1382,True,4
6910,mult_heuristic,2514,True,4
6911,sum_heuristic,3325,False,3
6912,mult_heuristic,6201,False,4
6913,mult_heuristic,790,True,3
6914,mult_heuristic,306,False,1
6915,mult_heuristic,233,True,1
6916,mult_heuristic,9152,False,5
6917,mult_heuristic,457,True,2
6918,sum_heuristic,280,False,1
6919,sum_heuristic,4158,True,5
6920,sum_heuristic,295,False,1
6921,sum_heuristic,234,True,1
6922,sum_heuristic,6256,False,4
6923,mult_heuristic,1642,True,4
6924,sum_heuristic,1267,False,2
6925,sum_heuristic,800,True,3
6926,mult_heuristic,301,False,1
6927,sum_heuristic,6233,False,4
6928,mult_heuristic,573,True,2
6929,mult_heuristic,868,True,3
6930,mult_heuristic,1247,False,2
6931,sum_heuristic,6353,False,4
6932,sum_heuristic,1091,True,3
6933,sum_heuristic,1270,True,4
6934,mult_heuristic,1300,False,2
6935,mult_heuristic,3431,False,3
6936,mult_heuristic,285,False,1
6937,sum_heuristic,300,False,1
6938,mult_heuristic,1271,True,4
6939,sum_heuristic,6424,False,4
6940,mult_heuristic,827,True,3
6941,mult_heuristic,3446,False,3
6942,mult_heuristic,862,True,3
6943,sum_heuristic,821,True,3
6944,mult_heuristic,2322,True,5
6945,sum_heuristic,1947,True,5
6946,sum_heuristic,6462,False,4
6947,sum_heuristic,4531,True,5
6948,sum_heuristic,291,False,1
6949,sum_heuristic,1276,False,2
6950,mult_heuristic,1958,True,5
6951,sum_heuristic,244,True,1
6952,sum_heuristic,305,False,1
6953,mult_heuristic,968,True,2
6954,sum_heuristic,293,False,1
6955,mult_heuristic,815,True,3
6956,sum_heuristic,812,True,2
6957,sum_heuristic,289,False,1
6958,mult_heuristic,9554,False,5
6959,sum_heuristic,1216,False,2
6960,sum_heuristic,2107,True,5
6961,sum_heuristic,2256,True,5
6962,sum_heuristic,9722,False,5
6963,sum_heuristic,469,True,2
6964,sum_heuristic,1478,True,3
6965,mult_heuristic,870,True,3
6966,sum_heuristic,810,True,3
6967,sum_heuristic,285,False,1
6968,sum_heuristic,1362,False,2
6969,mult_heuristic,1902,True,5
6970,mult_heuristic,4946,True,5
